HomeTeam,AwayTeam,Date,Div,Season,FTR,AVG_H,AVG_D,AVG_A,league
Fleetwood Town,Rochdale,2014-03-29,E3,2013-2014,D,2.53,3.32,2.72,England: League Two
Hartlepool,Cheltenham,2014-03-29,E3,2013-2014,A,2.34,3.27,3.05,England: League Two
Mansfield,AFC Wimbledon,2014-03-29,E3,2013-2014,H,2.39,3.29,2.94,England: League Two
Newport County,Portsmouth,2014-03-29,E3,2013-2014,A,2.18,3.27,3.34,England: League Two
Northampton,Bury,2014-03-29,E3,2013-2014,A,2.61,3.22,2.71,England: League Two
Scunthorpe,Wycombe,2014-03-29,E3,2013-2014,D,1.76,3.55,4.69,England: League Two
Southend,Torquay,2014-03-29,E3,2013-2014,H,1.88,3.43,4.18,England: League Two
York,Burton,2014-03-29,E3,2013-2014,D,2.54,3.2,2.8,England: League Two
Bury,Bristol Rvs,2014-04-01,E3,2013-2014,H,2.24,3.21,3.29,England: League Two
Accrington,Northampton,2014-04-05,E3,2013-2014,A,2.3,3.25,3.14,England: League Two
AFC Wimbledon,Bristol Rvs,2014-04-05,E3,2013-2014,D,2.5,3.19,2.88,England: League Two
Burton,Plymouth,2014-04-05,E3,2013-2014,H,2.04,3.33,3.7,England: League Two
Bury,Exeter,2014-04-05,E3,2013-2014,H,2.22,3.29,3.26,England: League Two
Cheltenham,Southend,2014-04-05,E3,2013-2014,A,2.62,3.21,2.69,England: League Two
Chesterfield,Newport County,2014-04-05,E3,2013-2014,D,1.67,3.72,5.15,England: League Two
Morecambe,Mansfield,2014-04-05,E3,2013-2014,A,2.69,3.21,2.64,England: League Two
Oxford,Fleetwood Town,2014-04-05,E3,2013-2014,A,2.76,3.18,2.63,England: League Two
Portsmouth,Hartlepool,2014-04-05,E3,2013-2014,H,2.54,3.19,2.79,England: League Two
Rochdale,York,2014-04-05,E3,2013-2014,D,1.84,3.46,4.34,England: League Two
Torquay,Scunthorpe,2014-04-05,E3,2013-2014,A,3.62,3.26,2.08,England: League Two
Wycombe,Dag and Red,2014-04-05,E3,2013-2014,H,2.33,3.2,3.14,England: League Two
Newport County,Plymouth,2014-04-08,E3,2013-2014,A,2.46,3.27,2.85,England: League Two
Bristol Rvs,Torquay,2014-04-12,E3,2013-2014,A,2.1,3.3,3.5,England: League Two
Dag and Red,Portsmouth,2014-04-12,E3,2013-2014,A,2.5,3.2,2.85,England: League Two
