HomeTeam,AwayTeam,Date,Div,Season,FTR,AVG_H,AVG_D,AVG_A,league
Watford,Brentford,2014-09-30,E1,2014-2015,H,2.02,3.51,3.63,England: Championship
Wigan,Nott'm Forest,2014-09-30,E1,2014-2015,D,2.38,3.27,3.05,England: Championship
Fulham,Bolton,2014-10-01,E1,2014-2015,H,1.95,3.45,3.94,England: Championship
Leeds,Reading,2014-10-01,E1,2014-2015,D,2.63,3.27,2.71,England: Championship
Wolves,Huddersfield,2014-10-01,E1,2014-2015,A,1.72,3.66,5.02,England: Championship
Blackpool,Cardiff,2014-10-03,E1,2014-2015,H,3.42,3.3,2.19,England: Championship
Blackburn,Huddersfield,2014-10-04,E1,2014-2015,D,1.88,3.56,4.11,England: Championship
Bolton,Bournemouth,2014-10-04,E1,2014-2015,A,3.39,3.39,2.16,England: Championship
Brentford,Reading,2014-10-04,E1,2014-2015,H,2.28,3.3,3.18,England: Championship
Charlton,Birmingham,2014-10-04,E1,2014-2015,D,2.16,3.29,3.46,England: Championship
Derby,Millwall,2014-10-04,E1,2014-2015,D,1.56,3.97,6.15,England: Championship
Leeds,Sheffield Weds,2014-10-04,E1,2014-2015,D,2.94,3.25,2.45,England: Championship
Middlesbrough,Fulham,2014-10-04,E1,2014-2015,H,1.82,3.59,4.34,England: Championship
Norwich,Rotherham,2014-10-04,E1,2014-2015,D,1.51,4.1,6.7,England: Championship
Watford,Brighton,2014-10-04,E1,2014-2015,D,2.52,3.27,2.87,England: Championship
Wolves,Wigan,2014-10-04,E1,2014-2015,D,2.03,3.35,3.75,England: Championship
Nott'm Forest,Ipswich,2014-10-05,E1,2014-2015,D,1.99,3.39,3.8,England: Championship
Rotherham,Leeds,2014-10-17,E1,2014-2015,H,2.15,3.36,3.47,England: Championship
Birmingham,Bolton,2014-10-18,E1,2014-2015,A,2.23,3.31,3.28,England: Championship
Bournemouth,Charlton,2014-10-18,E1,2014-2015,H,1.69,3.69,5.21,England: Championship
Brighton,Middlesbrough,2014-10-18,E1,2014-2015,A,2.42,3.18,3.06,England: Championship
Cardiff,Nott'm Forest,2014-10-18,E1,2014-2015,H,2.53,3.27,2.83,England: Championship
Fulham,Norwich,2014-10-18,E1,2014-2015,H,2.89,3.26,2.47,England: Championship
Huddersfield,Blackpool,2014-10-18,E1,2014-2015,H,1.8,3.54,4.67,England: Championship
Ipswich,Blackburn,2014-10-18,E1,2014-2015,D,2.17,3.38,3.36,England: Championship
Millwall,Wolves,2014-10-18,E1,2014-2015,D,2.95,3.23,2.45,England: Championship
Reading,Derby,2014-10-18,E1,2014-2015,A,2.96,3.31,2.41,England: Championship
Sheffield Weds,Watford,2014-10-18,E1,2014-2015,A,2.24,3.36,3.23,England: Championship
Wigan,Brentford,2014-10-18,E1,2014-2015,D,2.01,3.43,3.79,England: Championship
Blackburn,Birmingham,2014-10-21,E1,2014-2015,H,1.78,3.67,4.48,England: Championship
Blackpool,Derby,2014-10-21,E1,2014-2015,A,5.01,3.66,1.72,England: Championship
Bournemouth,Reading,2014-10-21,E1,2014-2015,H,1.76,3.64,4.67,England: Championship
Brentford,Sheffield Weds,2014-10-21,E1,2014-2015,D,2.19,3.32,3.37,England: Championship
Cardiff,Ipswich,2014-10-21,E1,2014-2015,H,2.41,3.24,3.01,England: Championship
Charlton,Bolton,2014-10-21,E1,2014-2015,H,2.35,3.27,3.11,England: Championship
Huddersfield,Brighton,2014-10-21,E1,2014-2015,D,2.74,3.3,2.61,England: Championship
Norwich,Leeds,2014-10-21,E1,2014-2015,D,1.51,4.2,6.56,England: Championship
Rotherham,Fulham,2014-10-21,E1,2014-2015,D,2.62,3.3,2.72,England: Championship
Watford,Nott'm Forest,2014-10-21,E1,2014-2015,D,2.27,3.33,3.18,England: Championship
Wigan,Millwall,2014-10-21,E1,2014-2015,D,1.9,3.43,4.22,England: Championship
Wolves,Middlesbrough,2014-10-21,E1,2014-2015,H,2.4,3.25,3.02,England: Championship
Fulham,Charlton,2014-10-24,E1,2014-2015,H,1.76,3.57,4.91,England: Championship
Birmingham,Bournemouth,2014-10-25,E1,2014-2015,A,3.71,3.47,2.01,England: Championship
Bolton,Brentford,2014-10-25,E1,2014-2015,H,2.43,3.3,2.92,England: Championship
Brighton,Rotherham,2014-10-25,E1,2014-2015,D,1.86,3.46,4.33,England: Championship
Derby,Wigan,2014-10-25,E1,2014-2015,A,1.73,3.66,4.87,England: Championship
Ipswich,Huddersfield,2014-10-25,E1,2014-2015,D,2.03,3.46,3.68,England: Championship
Leeds,Wolves,2014-10-25,E1,2014-2015,A,3.26,3.29,2.26,England: Championship
Middlesbrough,Watford,2014-10-25,E1,2014-2015,D,1.99,3.45,3.79,England: Championship
Millwall,Cardiff,2014-10-25,E1,2014-2015,H,2.5,3.29,2.87,England: Championship
Nott'm Forest,Blackburn,2014-10-25,E1,2014-2015,A,2.14,3.42,3.37,England: Championship
Reading,Blackpool,2014-10-25,E1,2014-2015,H,1.7,3.71,5.02,England: Championship
Sheffield Weds,Norwich,2014-10-25,E1,2014-2015,D,3.02,3.32,2.39,England: Championship
Norwich,Bolton,2014-10-31,E1,2014-2015,H,1.54,4.12,6.28,England: Championship
Blackburn,Reading,2014-11-01,E1,2014-2015,H,1.97,3.43,3.86,England: Championship
Blackpool,Ipswich,2014-11-01,E1,2014-2015,A,3.76,3.33,2.04,England: Championship
Bournemouth,Brighton,2014-11-01,E1,2014-2015,H,1.9,3.41,4.22,England: Championship
Brentford,Derby,2014-11-01,E1,2014-2015,H,3.13,3.34,2.29,England: Championship
Cardiff,Leeds,2014-11-01,E1,2014-2015,H,1.8,3.5,4.63,England: Championship
Charlton,Sheffield Weds,2014-11-01,E1,2014-2015,D,2.82,3.21,2.56,England: Championship
Huddersfield,Nott'm Forest,2014-11-01,E1,2014-2015,H,2.51,3.33,2.79,England: Championship
Rotherham,Middlesbrough,2014-11-01,E1,2014-2015,A,2.96,3.27,2.43,England: Championship
Watford,Millwall,2014-11-01,E1,2014-2015,H,1.88,3.51,4.19,England: Championship
Wigan,Fulham,2014-11-01,E1,2014-2015,D,2.2,3.31,3.33,England: Championship
Wolves,Birmingham,2014-11-01,E1,2014-2015,D,1.52,4.12,6.33,England: Championship
Birmingham,Watford,2014-11-04,E1,2014-2015,H,3.19,3.46,2.22,England: Championship
Bolton,Cardiff,2014-11-04,E1,2014-2015,H,2.6,3.27,2.74,England: Championship
Brighton,Wigan,2014-11-04,E1,2014-2015,H,2.23,3.25,3.36,England: Championship
Derby,Huddersfield,2014-11-04,E1,2014-2015,H,1.7,3.89,4.8,England: Championship
Ipswich,Wolves,2014-11-04,E1,2014-2015,H,2.5,3.26,2.87,England: Championship
Leeds,Charlton,2014-11-04,E1,2014-2015,D,2.27,3.26,3.26,England: Championship
Middlesbrough,Norwich,2014-11-04,E1,2014-2015,H,2.35,3.28,3.1,England: Championship
Millwall,Blackburn,2014-11-04,E1,2014-2015,D,2.61,3.35,2.67,England: Championship
Reading,Rotherham,2014-11-04,E1,2014-2015,H,2.01,3.42,3.74,England: Championship
Sheffield Weds,Bournemouth,2014-11-04,E1,2014-2015,A,3.2,3.3,2.28,England: Championship
Fulham,Blackpool,2014-11-05,E1,2014-2015,D,1.54,4.05,6.17,England: Championship
Nott'm Forest,Brentford,2014-11-05,E1,2014-2015,A,2.04,3.43,3.65,England: Championship
Bolton,Wigan,2014-11-07,E1,2014-2015,H,2.81,3.29,2.56,England: Championship
Birmingham,Cardiff,2014-11-08,E1,2014-2015,D,2.71,3.33,2.6,England: Championship
Brighton,Blackburn,2014-11-08,E1,2014-2015,D,2.13,3.36,3.5,England: Championship
Derby,Wolves,2014-11-08,E1,2014-2015,H,2.07,3.45,3.53,England: Championship
Fulham,Huddersfield,2014-11-08,E1,2014-2015,H,2.11,3.48,3.43,England: Championship
Ipswich,Watford,2014-11-08,E1,2014-2015,H,2.41,3.33,2.94,England: Championship
Leeds,Blackpool,2014-11-08,E1,2014-2015,H,1.81,3.52,4.55,England: Championship
Middlesbrough,Bournemouth,2014-11-08,E1,2014-2015,D,2.27,3.32,3.23,England: Championship
Millwall,Brentford,2014-11-08,E1,2014-2015,A,2.17,3.35,3.4,England: Championship
Nott'm Forest,Norwich,2014-11-08,E1,2014-2015,H,2.77,3.31,2.56,England: Championship
Reading,Charlton,2014-11-08,E1,2014-2015,A,1.82,3.55,4.47,England: Championship
Sheffield Weds,Rotherham,2014-11-08,E1,2014-2015,D,2.14,3.37,3.42,England: Championship
Brentford,Fulham,2014-11-21,E1,2014-2015,H,2.44,3.46,2.84,England: Championship
Cardiff,Reading,2014-11-21,E1,2014-2015,H,2.11,3.36,3.52,England: Championship
Blackburn,Leeds,2014-11-22,E1,2014-2015,H,1.7,3.77,4.9,England: Championship
Blackpool,Bolton,2014-11-22,E1,2014-2015,D,3.24,3.36,2.23,England: Championship
Bournemouth,Ipswich,2014-11-22,E1,2014-2015,D,1.8,3.55,4.53,England: Championship
Charlton,Millwall,2014-11-22,E1,2014-2015,D,2.71,3.19,2.69,England: Championship
Huddersfield,Sheffield Weds,2014-11-22,E1,2014-2015,D,2.23,3.37,3.2,England: Championship
Norwich,Brighton,2014-11-22,E1,2014-2015,D,1.84,3.46,4.48,England: Championship
Rotherham,Birmingham,2014-11-22,E1,2014-2015,A,2.12,3.36,3.48,England: Championship
Watford,Derby,2014-11-22,E1,2014-2015,A,2.7,3.45,2.54,England: Championship
Wigan,Middlesbrough,2014-11-22,E1,2014-2015,D,2.65,3.17,2.75,England: Championship
Wolves,Nott'm Forest,2014-11-22,E1,2014-2015,A,2.17,3.35,3.35,England: Championship
Birmingham,Nott'm Forest,2014-11-29,E1,2014-2015,H,3.09,3.34,2.32,England: Championship
Bolton,Huddersfield,2014-11-29,E1,2014-2015,H,2.24,3.42,3.17,England: Championship
Bournemouth,Millwall,2014-11-29,E1,2014-2015,D,1.6,3.83,5.85,England: Championship
Brentford,Wolves,2014-11-29,E1,2014-2015,H,2.3,3.43,3.02,England: Championship
Brighton,Fulham,2014-11-29,E1,2014-2015,A,2.04,3.45,3.61,England: Championship
Charlton,Ipswich,2014-11-29,E1,2014-2015,A,3.0,3.22,2.42,England: Championship
Leeds,Derby,2014-11-29,E1,2014-2015,H,4.01,3.52,1.91,England: Championship
Middlesbrough,Blackburn,2014-11-29,E1,2014-2015,D,1.86,3.53,4.3,England: Championship
Norwich,Reading,2014-11-29,E1,2014-2015,A,1.67,3.73,5.28,England: Championship
Rotherham,Blackpool,2014-11-29,E1,2014-2015,D,1.77,3.62,4.78,England: Championship
Sheffield Weds,Wigan,2014-11-29,E1,2014-2015,H,2.63,3.19,2.77,England: Championship
Watford,Cardiff,2014-11-29,E1,2014-2015,A,2.09,3.41,3.49,England: Championship
Fulham,Watford,2014-12-05,E1,2014-2015,A,2.24,3.49,3.13,England: Championship
Blackburn,Sheffield Weds,2014-12-06,E1,2014-2015,A,1.94,3.43,4.0,England: Championship
Blackpool,Birmingham,2014-12-06,E1,2014-2015,H,2.93,3.26,2.45,England: Championship
Cardiff,Rotherham,2014-12-06,E1,2014-2015,D,1.86,3.43,4.32,England: Championship
Derby,Brighton,2014-12-06,E1,2014-2015,H,1.85,3.54,4.28,England: Championship
Huddersfield,Brentford,2014-12-06,E1,2014-2015,H,2.45,3.38,2.85,England: Championship
Ipswich,Leeds,2014-12-06,E1,2014-2015,H,1.83,3.51,4.41,England: Championship
Millwall,Middlesbrough,2014-12-06,E1,2014-2015,A,3.2,3.26,2.3,England: Championship
Nott'm Forest,Charlton,2014-12-06,E1,2014-2015,D,1.7,3.59,5.32,England: Championship
Reading,Bolton,2014-12-06,E1,2014-2015,D,2.12,3.42,3.41,England: Championship
Wigan,Norwich,2014-12-06,E1,2014-2015,A,2.7,3.24,2.68,England: Championship
Wolves,Bournemouth,2014-12-06,E1,2014-2015,A,2.96,3.3,2.4,England: Championship
Brighton,Millwall,2014-12-12,E1,2014-2015,A,1.97,3.44,3.92,England: Championship
Birmingham,Reading,2014-12-13,E1,2014-2015,H,2.51,3.29,2.83,England: Championship
Bolton,Ipswich,2014-12-13,E1,2014-2015,D,2.69,3.23,2.7,England: Championship
Bournemouth,Cardiff,2014-12-13,E1,2014-2015,H,1.76,3.66,4.71,England: Championship
Brentford,Blackburn,2014-12-13,E1,2014-2015,H,2.3,3.4,3.08,England: Championship
Charlton,Blackpool,2014-12-13,E1,2014-2015,D,1.96,3.38,4.0,England: Championship
Leeds,Fulham,2014-12-13,E1,2014-2015,A,2.61,3.34,2.69,England: Championship
Middlesbrough,Derby,2014-12-13,E1,2014-2015,H,2.22,3.34,3.26,England: Championship
Norwich,Huddersfield,2014-12-13,E1,2014-2015,H,1.71,3.72,4.95,England: Championship
Rotherham,Nott'm Forest,2014-12-13,E1,2014-2015,D,2.81,3.29,2.55,England: Championship
Sheffield Weds,Wolves,2014-12-13,E1,2014-2015,A,2.27,3.33,3.21,England: Championship
Watford,Wigan,2014-12-13,E1,2014-2015,H,2.1,3.38,3.51,England: Championship
Millwall,Bolton,2014-12-19,E1,2014-2015,A,2.13,3.3,3.52,England: Championship
Blackburn,Charlton,2014-12-20,E1,2014-2015,H,1.71,3.65,4.97,England: Championship
Blackpool,Bournemouth,2014-12-20,E1,2014-2015,A,5.15,3.72,1.69,England: Championship
Cardiff,Brentford,2014-12-20,E1,2014-2015,A,2.36,3.31,3.02,England: Championship
Derby,Norwich,2014-12-20,E1,2014-2015,D,2.23,3.35,3.23,England: Championship
Fulham,Sheffield Weds,2014-12-20,E1,2014-2015,H,2.2,3.34,3.32,England: Championship
Huddersfield,Birmingham,2014-12-20,E1,2014-2015,A,2.22,3.4,3.23,England: Championship
Ipswich,Middlesbrough,2014-12-20,E1,2014-2015,H,2.81,3.26,2.57,England: Championship
Nott'm Forest,Leeds,2014-12-20,E1,2014-2015,D,1.72,3.65,5.02,England: Championship
Reading,Watford,2014-12-20,E1,2014-2015,A,2.64,3.29,2.68,England: Championship
Wigan,Rotherham,2014-12-20,E1,2014-2015,A,1.91,3.39,4.17,England: Championship
Wolves,Brighton,2014-12-20,E1,2014-2015,D,2.2,3.31,3.37,England: Championship
Birmingham,Derby,2014-12-26,E1,2014-2015,A,3.26,3.34,2.21,England: Championship
Bolton,Blackburn,2014-12-26,E1,2014-2015,H,2.61,3.28,2.72,England: Championship
Bournemouth,Fulham,2014-12-26,E1,2014-2015,H,1.66,3.89,5.07,England: Championship
Brentford,Ipswich,2014-12-26,E1,2014-2015,A,2.34,3.32,3.05,England: Championship
Brighton,Reading,2014-12-26,E1,2014-2015,D,2.12,3.32,3.52,England: Championship
Charlton,Cardiff,2014-12-26,E1,2014-2015,D,2.99,3.25,2.43,England: Championship
Leeds,Wigan,2014-12-26,E1,2014-2015,A,2.79,3.23,2.6,England: Championship
Middlesbrough,Nott'm Forest,2014-12-26,E1,2014-2015,H,1.83,3.49,4.48,England: Championship
Norwich,Millwall,2014-12-26,E1,2014-2015,H,1.59,3.96,5.75,England: Championship
Rotherham,Huddersfield,2014-12-26,E1,2014-2015,D,2.38,3.35,2.99,England: Championship
Sheffield Weds,Blackpool,2014-12-26,E1,2014-2015,H,1.66,3.77,5.3,England: Championship
Watford,Wolves,2014-12-26,E1,2014-2015,A,2.01,3.47,3.68,England: Championship
Blackburn,Middlesbrough,2014-12-28,E1,2014-2015,D,2.83,3.3,2.5,England: Championship
Blackpool,Rotherham,2014-12-28,E1,2014-2015,D,2.99,3.31,2.39,England: Championship
Cardiff,Watford,2014-12-28,E1,2014-2015,A,2.46,3.33,2.84,England: Championship
Huddersfield,Bolton,2014-12-28,E1,2014-2015,H,2.24,3.36,3.2,England: Championship
Millwall,Bournemouth,2014-12-28,E1,2014-2015,A,3.81,3.47,1.95,England: Championship
Nott'm Forest,Birmingham,2014-12-28,E1,2014-2015,A,1.83,3.51,4.4,England: Championship
Reading,Norwich,2014-12-28,E1,2014-2015,H,3.37,3.37,2.16,England: Championship
Wolves,Brentford,2014-12-28,E1,2014-2015,H,2.21,3.38,3.24,England: Championship
Fulham,Brighton,2014-12-29,E1,2014-2015,A,2.14,3.37,3.43,England: Championship
Derby,Leeds,2014-12-30,E1,2014-2015,H,1.49,4.2,6.55,England: Championship
Ipswich,Charlton,2014-12-30,E1,2014-2015,H,1.58,3.79,5.89,England: Championship
Wigan,Sheffield Weds,2014-12-30,E1,2014-2015,A,2.04,3.4,3.56,England: Championship
Birmingham,Wigan,2015-01-10,E1,2014-2015,H,2.48,3.27,2.89,England: Championship
Blackpool,Millwall,2015-01-10,E1,2014-2015,H,2.84,3.2,2.56,England: Championship
Bolton,Leeds,2015-01-10,E1,2014-2015,D,2.02,3.39,3.78,England: Championship
Bournemouth,Norwich,2015-01-10,E1,2014-2015,A,1.98,3.5,3.76,England: Championship
Brentford,Rotherham,2015-01-10,E1,2014-2015,H,1.96,3.57,3.8,England: Championship
Cardiff,Fulham,2015-01-10,E1,2014-2015,H,2.17,3.42,3.31,England: Championship
Charlton,Brighton,2015-01-10,E1,2014-2015,A,3.25,3.2,2.31,England: Championship
Huddersfield,Watford,2015-01-10,E1,2014-2015,H,2.67,3.33,2.63,England: Championship
Ipswich,Derby,2015-01-10,E1,2014-2015,A,2.59,3.26,2.76,England: Championship
Nott'm Forest,Sheffield Weds,2015-01-10,E1,2014-2015,A,2.13,3.34,3.49,England: Championship
Reading,Middlesbrough,2015-01-10,E1,2014-2015,D,3.21,3.25,2.31,England: Championship
Blackburn,Wolves,2015-01-11,E1,2014-2015,A,2.13,3.39,3.42,England: Championship
Brighton,Brentford,2015-01-17,E1,2014-2015,A,2.15,3.36,3.4,England: Championship
Derby,Nott'm Forest,2015-01-17,E1,2014-2015,A,1.72,3.72,4.89,England: Championship
Fulham,Reading,2015-01-17,E1,2014-2015,H,2.56,3.33,2.76,England: Championship
Leeds,Birmingham,2015-01-17,E1,2014-2015,D,2.51,3.26,2.86,England: Championship
Middlesbrough,Huddersfield,2015-01-17,E1,2014-2015,H,1.64,3.82,5.47,England: Championship
Millwall,Ipswich,2015-01-17,E1,2014-2015,A,3.41,3.3,2.18,England: Championship
Norwich,Cardiff,2015-01-17,E1,2014-2015,H,1.61,3.84,5.89,England: Championship
Rotherham,Bournemouth,2015-01-17,E1,2014-2015,A,4.14,3.59,1.87,England: Championship
Sheffield Weds,Bolton,2015-01-17,E1,2014-2015,A,2.1,3.31,3.65,England: Championship
Watford,Charlton,2015-01-17,E1,2014-2015,H,1.65,3.81,5.44,England: Championship
Wigan,Blackburn,2015-01-17,E1,2014-2015,D,2.43,3.29,2.93,England: Championship
Wolves,Blackpool,2015-01-17,E1,2014-2015,H,1.54,3.99,6.56,England: Championship
Leeds,Bournemouth,2015-01-20,E1,2014-2015,H,4.93,3.79,1.71,England: Championship
Middlesbrough,Cardiff,2015-01-20,E1,2014-2015,H,1.54,4.03,6.41,England: Championship
Brighton,Ipswich,2015-01-21,E1,2014-2015,H,2.63,3.2,2.77,England: Championship
Fulham,Nott'm Forest,2015-01-21,E1,2014-2015,H,2.45,3.4,2.86,England: Championship
Norwich,Brentford,2015-01-24,E1,2014-2015,A,1.71,3.73,5.11,England: Championship
Watford,Blackpool,2015-01-24,E1,2014-2015,H,1.4,4.63,8.07,England: Championship
Wigan,Huddersfield,2015-01-24,E1,2014-2015,A,2.29,3.28,3.21,England: Championship
Wolves,Charlton,2015-01-24,E1,2014-2015,D,1.62,3.82,5.77,England: Championship
Derby,Blackburn,2015-01-27,E1,2014-2015,H,1.8,3.61,4.5,England: Championship
Millwall,Reading,2015-01-27,E1,2014-2015,D,2.99,3.3,2.41,England: Championship
Rotherham,Bolton,2015-01-27,E1,2014-2015,H,2.51,3.29,2.86,England: Championship
Sheffield Weds,Birmingham,2015-01-27,E1,2014-2015,D,2.11,3.34,3.55,England: Championship
Bournemouth,Watford,2015-01-30,E1,2014-2015,H,1.85,3.73,4.05,England: Championship
Birmingham,Norwich,2015-01-31,E1,2014-2015,D,3.39,3.41,2.15,England: Championship
Blackburn,Fulham,2015-01-31,E1,2014-2015,H,1.94,3.48,3.92,England: Championship
Blackpool,Brighton,2015-01-31,E1,2014-2015,H,4.48,3.49,1.84,England: Championship
Bolton,Wolves,2015-01-31,E1,2014-2015,D,2.72,3.22,2.66,England: Championship
Brentford,Middlesbrough,2015-01-31,E1,2014-2015,A,2.92,3.27,2.46,England: Championship
Cardiff,Derby,2015-01-31,E1,2014-2015,A,3.35,3.34,2.2,England: Championship
Charlton,Rotherham,2015-01-31,E1,2014-2015,D,2.59,3.21,2.81,England: Championship
Huddersfield,Leeds,2015-01-31,E1,2014-2015,A,1.97,3.4,3.91,England: Championship
Ipswich,Wigan,2015-01-31,E1,2014-2015,D,1.76,3.63,4.7,England: Championship
Nott'm Forest,Millwall,2015-01-31,E1,2014-2015,A,1.72,3.69,4.95,England: Championship
Reading,Sheffield Weds,2015-01-31,E1,2014-2015,H,2.04,3.36,3.72,England: Championship
Brighton,Nott'm Forest,2015-02-07,E1,2014-2015,A,2.22,3.29,3.36,England: Championship
Derby,Bolton,2015-02-07,E1,2014-2015,H,1.55,4.08,6.12,England: Championship
Fulham,Birmingham,2015-02-07,E1,2014-2015,D,2.3,3.37,3.11,England: Championship
Leeds,Brentford,2015-02-07,E1,2014-2015,A,2.8,3.27,2.58,England: Championship
Middlesbrough,Charlton,2015-02-07,E1,2014-2015,H,1.36,4.71,9.49,England: Championship
Millwall,Huddersfield,2015-02-07,E1,2014-2015,A,2.68,3.31,2.65,England: Championship
Norwich,Blackpool,2015-02-07,E1,2014-2015,H,1.29,5.3,10.74,England: Championship
Rotherham,Ipswich,2015-02-07,E1,2014-2015,H,3.09,3.24,2.38,England: Championship
Sheffield Weds,Cardiff,2015-02-07,E1,2014-2015,D,2.07,3.33,3.67,England: Championship
Watford,Blackburn,2015-02-07,E1,2014-2015,H,1.98,3.62,3.7,England: Championship
Wigan,Bournemouth,2015-02-07,E1,2014-2015,A,3.84,3.43,1.99,England: Championship
Wolves,Reading,2015-02-07,E1,2014-2015,A,2.16,3.34,3.43,England: Championship
Birmingham,Millwall,2015-02-10,E1,2014-2015,A,1.97,3.4,4.0,England: Championship
Blackburn,Rotherham,2015-02-10,E1,2014-2015,H,1.89,3.52,4.13,England: Championship
Blackpool,Middlesbrough,2015-02-10,E1,2014-2015,A,7.18,4.05,1.5,England: Championship
Bolton,Fulham,2015-02-10,E1,2014-2015,H,2.4,3.29,2.98,England: Championship
Bournemouth,Derby,2015-02-10,E1,2014-2015,D,2.17,3.41,3.37,England: Championship
Brentford,Watford,2015-02-10,E1,2014-2015,A,2.45,3.31,2.91,England: Championship
Cardiff,Brighton,2015-02-10,E1,2014-2015,D,2.53,3.27,2.84,England: Championship
Charlton,Norwich,2015-02-10,E1,2014-2015,A,4.78,3.55,1.77,England: Championship
Huddersfield,Wolves,2015-02-10,E1,2014-2015,A,2.53,3.26,2.84,England: Championship
Ipswich,Sheffield Weds,2015-02-10,E1,2014-2015,H,1.98,3.33,4.0,England: Championship
Reading,Leeds,2015-02-10,E1,2014-2015,A,1.77,3.6,4.69,England: Championship
Nott'm Forest,Wigan,2015-02-11,E1,2014-2015,H,2.03,3.39,3.73,England: Championship
Blackpool,Nott'm Forest,2015-02-14,E1,2014-2015,D,3.98,3.38,1.97,England: Championship
Bolton,Watford,2015-02-14,E1,2014-2015,A,3.11,3.41,2.28,England: Championship
Bournemouth,Huddersfield,2015-02-14,E1,2014-2015,D,1.52,4.23,6.24,England: Championship
Charlton,Brentford,2015-02-14,E1,2014-2015,H,3.47,3.36,2.14,England: Championship
Fulham,Ipswich,2015-02-14,E1,2014-2015,A,2.95,3.33,2.42,England: Championship
Leeds,Millwall,2015-02-14,E1,2014-2015,H,2.21,3.29,3.37,England: Championship
Norwich,Wolves,2015-02-14,E1,2014-2015,H,1.76,3.71,4.69,England: Championship
Sheffield Weds,Brighton,2015-02-14,E1,2014-2015,D,2.45,3.16,3.05,England: Championship
Cardiff,Blackburn,2015-02-17,E1,2014-2015,D,2.67,3.33,2.64,England: Championship
Reading,Wigan,2015-02-17,E1,2014-2015,A,2.01,3.4,3.85,England: Championship
Rotherham,Derby,2015-02-17,E1,2014-2015,D,3.7,3.4,2.04,England: Championship
Birmingham,Middlesbrough,2015-02-18,E1,2014-2015,D,3.65,3.32,2.08,England: Championship
Wigan,Charlton,2015-02-20,E1,2014-2015,A,1.94,3.36,4.18,England: Championship
Blackburn,Blackpool,2015-02-21,E1,2014-2015,D,1.51,4.16,6.62,England: Championship
Brentford,Bournemouth,2015-02-21,E1,2014-2015,H,3.36,3.36,2.19,England: Championship
Brighton,Birmingham,2015-02-21,E1,2014-2015,H,2.03,3.36,3.81,England: Championship
Derby,Sheffield Weds,2015-02-21,E1,2014-2015,H,1.64,3.76,5.65,England: Championship
Huddersfield,Cardiff,2015-02-21,E1,2014-2015,D,2.07,3.38,3.65,England: Championship
Ipswich,Reading,2015-02-21,E1,2014-2015,A,2.06,3.36,3.72,England: Championship
Middlesbrough,Leeds,2015-02-21,E1,2014-2015,A,1.55,4.02,6.28,England: Championship
Millwall,Fulham,2015-02-21,E1,2014-2015,D,2.46,3.26,2.93,England: Championship
Nott'm Forest,Bolton,2015-02-21,E1,2014-2015,H,2.09,3.44,3.53,England: Championship
Watford,Norwich,2015-02-21,E1,2014-2015,A,2.59,3.32,2.72,England: Championship
Wolves,Rotherham,2015-02-21,E1,2014-2015,H,1.98,3.43,3.92,England: Championship
Blackburn,Norwich,2015-02-24,E1,2014-2015,A,3.08,3.32,2.34,England: Championship
Brentford,Blackpool,2015-02-24,E1,2014-2015,H,1.47,4.38,6.88,England: Championship
Brighton,Leeds,2015-02-24,E1,2014-2015,H,1.95,3.37,4.1,England: Championship
Derby,Charlton,2015-02-24,E1,2014-2015,H,1.51,4.22,6.57,England: Championship
Huddersfield,Reading,2015-02-24,E1,2014-2015,H,2.49,3.3,2.86,England: Championship
Ipswich,Birmingham,2015-02-24,E1,2014-2015,H,1.81,3.54,4.57,England: Championship
Middlesbrough,Bolton,2015-02-24,E1,2014-2015,H,1.51,4.11,6.69,England: Championship
Millwall,Sheffield Weds,2015-02-24,E1,2014-2015,A,2.78,3.13,2.66,England: Championship
Watford,Rotherham,2015-02-24,E1,2014-2015,H,1.66,3.87,5.11,England: Championship
Wigan,Cardiff,2015-02-24,E1,2014-2015,A,2.35,3.2,3.17,England: Championship
Wolves,Fulham,2015-02-24,E1,2014-2015,H,1.78,3.62,4.55,England: Championship
Nott'm Forest,Bournemouth,2015-02-25,E1,2014-2015,H,3.08,3.4,2.28,England: Championship
Birmingham,Brentford,2015-02-28,E1,2014-2015,H,2.87,3.4,2.43,England: Championship
Blackpool,Wigan,2015-02-28,E1,2014-2015,A,3.37,3.28,2.21,England: Championship
Bolton,Brighton,2015-02-28,E1,2014-2015,H,2.86,3.23,2.54,England: Championship
Bournemouth,Blackburn,2015-02-28,E1,2014-2015,D,1.71,3.84,4.78,England: Championship
Cardiff,Wolves,2015-02-28,E1,2014-2015,A,2.64,3.29,2.69,England: Championship
Charlton,Huddersfield,2015-02-28,E1,2014-2015,H,2.67,3.29,2.67,England: Championship
Fulham,Derby,2015-02-28,E1,2014-2015,H,3.91,3.5,1.95,England: Championship
Leeds,Watford,2015-02-28,E1,2014-2015,A,3.21,3.32,2.28,England: Championship
Reading,Nott'm Forest,2015-02-28,E1,2014-2015,A,2.28,3.35,3.14,England: Championship
Rotherham,Millwall,2015-02-28,E1,2014-2015,H,2.22,3.36,3.29,England: Championship
Sheffield Weds,Middlesbrough,2015-02-28,E1,2014-2015,H,3.54,3.26,2.16,England: Championship
Norwich,Ipswich,2015-03-01,E1,2014-2015,H,1.84,3.52,4.41,England: Championship
