HomeTeam,AwayTeam,Date,AVG_H_Close,AVG_D_Close,AVG_A_Close,league
QPR,Stoke City,2012-05-06,1.7718,3.6161,4.5425,England: Premier League
Wolves,Everton,2012-05-06,4.6564,3.6907,1.7346,England: Premier League
Manchester United,Swansea,2012-05-06,1.1629,7.2421,15.3632,England: Premier League
Evian TG,AC Ajaccio,2012-05-06,1.9911,3.317,3.7404,France: Ligue 1
Lyon,Brest,2012-05-06,1.3863,4.4044,8.1507,France: Ligue 1
Valenciennes,Paris SG,2012-05-06,4.3944,3.3878,1.8267,France: Ligue 1
Siena,Parma,2012-05-06,2.3915,3.1522,3.0456,Italy: Serie A
Atalanta,Lazio,2012-05-06,2.2611,3.1867,3.2233,Italy: Serie A
Bologna,Napoli,2012-05-06,5.6281,3.837,1.593,Italy: Serie A
Novara,Cesena,2012-05-06,1.8352,3.4544,4.33,Italy: Serie A
Palermo,Chievo,2012-05-06,1.9196,3.2954,4.1685,Italy: Serie A
Udinese,Genoa,2012-05-06,1.5189,3.9304,6.587,Italy: Serie A
Cagliari,Juventus,2012-05-06,11.8192,5.5904,1.2569,Italy: Serie A
Inter,AC Milan,2012-05-06,3.9515,3.5988,1.8908,Italy: Serie A
Blackburn,Wigan,2012-05-07,2.7393,3.4118,2.4854,England: Premier League
Auxerre,Bordeaux,2012-05-07,2.2589,3.2096,3.167,France: Ligue 1
Lille,Caen,2012-05-07,1.2622,5.4052,11.053,France: Ligue 1
Lorient,Dijon,2012-05-07,1.7763,3.3904,4.7341,France: Ligue 1
Sochaux,Nancy,2012-05-07,2.3285,3.1426,3.1189,France: Ligue 1
St Etienne,Marseille,2012-05-07,2.2367,3.1981,3.2252,France: Ligue 1
Toulouse,Nice,2012-05-07,1.717,3.3826,5.2156,France: Ligue 1
Rennes,Montpellier,2012-05-07,2.3919,3.1515,3.0081,France: Ligue 1
Liverpool,Chelsea,2012-05-08,2.0796,3.5514,3.3621,England: Premier League
Evian TG,Lyon,2012-05-10,3.0681,3.3063,2.2581,France: Ligue 1
Real Sociedad,Valencia,2012-05-12,2.3674,3.3681,2.8989,Spain: Primera Division
Betis,Barcelona,2012-05-12,8.5189,5.6167,1.3033,Spain: Primera Division
Chelsea,Blackburn,2012-05-13,1.2636,5.8646,10.4279,England: Premier League
Everton,Newcastle Utd,2012-05-13,2.0557,3.5714,3.4025,England: Premier League
Manchester City,QPR,2012-05-13,1.1232,8.5907,18.0154,England: Premier League
Norwich,Aston Villa,2012-05-13,2.0089,3.4214,3.6682,England: Premier League
Stoke City,Bolton,2012-05-13,2.1439,3.7796,3.0261,England: Premier League
Sunderland,Manchester United,2012-05-13,7.0268,4.5071,1.4407,England: Premier League
Swansea,Liverpool,2012-05-13,3.38,3.4314,2.1086,England: Premier League
Tottenham,Fulham,2012-05-13,1.4068,4.4746,7.9468,England: Premier League
West Brom,Arsenal,2012-05-13,5.1371,3.9411,1.6354,England: Premier League
Wigan,Wolves,2012-05-13,1.5568,4.0214,5.8775,England: Premier League
AC Ajaccio,Lyon,2012-05-13,2.7581,3.1393,2.5726,France: Ligue 1
Bordeaux,Lorient,2012-05-13,1.5419,3.8344,6.1544,France: Ligue 1
Brest,Valenciennes,2012-05-13,2.4269,3.0765,2.9992,France: Ligue 1
Caen,Sochaux,2012-05-13,2.0174,3.2326,3.7559,France: Ligue 1
Dijon,Toulouse,2012-05-13,2.4844,3.1107,2.8756,France: Ligue 1
Marseille,Auxerre,2012-05-13,1.9411,3.4015,3.8104,France: Ligue 1
Montpellier,Lille,2012-05-13,2.4496,3.1689,2.8711,France: Ligue 1
Nancy,St Etienne,2012-05-13,2.9663,3.0937,2.4337,France: Ligue 1
Nice,Evian TG,2012-05-13,1.9741,3.2607,3.8696,France: Ligue 1
Paris SG,Rennes,2012-05-13,1.5307,3.9563,6.0667,France: Ligue 1
AC Milan,Novara,2012-05-13,1.2256,6.0452,12.3467,Italy: Serie A
Fiorentina,Cagliari,2012-05-13,2.123,3.1944,3.5707,Italy: Serie A
Juventus,Atalanta,2012-05-13,1.2907,5.1381,10.4844,Italy: Serie A
Cesena,AS Roma,2012-05-13,5.8633,3.827,1.5781,Italy: Serie A
Parma,Bologna,2012-05-13,1.6737,3.6707,5.0956,Italy: Serie A
Catania,Udinese,2012-05-13,4.1571,2.2863,2.5117,Italy: Serie A
Chievo,Lecce,2012-05-13,2.3431,3.3731,2.9065,Italy: Serie A
Genoa,Palermo,2012-05-13,1.8676,2.724,5.8268,Italy: Serie A
Lazio,Inter,2012-05-13,2.4012,3.4515,2.7804,Italy: Serie A
Napoli,Siena,2012-05-13,1.3135,4.9935,9.7165,Italy: Serie A
Espanyol,Sevilla,2012-05-13,2.1874,3.4148,3.163,Spain: Primera Division
Getafe,Zaragoza,2012-05-13,4.4504,3.9538,1.6865,Spain: Primera Division
Levante,Ath Bilbao,2012-05-13,1.8385,3.5515,4.2307,Spain: Primera Division
Malaga,Gijon,2012-05-13,1.2607,5.8889,10.1044,Spain: Primera Division
Rayo Vallecano,Granada CF,2012-05-13,1.6833,3.7393,4.96,Spain: Primera Division
Real Madrid,Mallorca,2012-05-13,1.1662,7.7642,13.3462,Spain: Primera Division
Santander,Osasuna,2012-05-13,6.8678,4.4719,1.4296,Spain: Primera Division
Villarreal,Atl. Madrid,2012-05-13,2.5089,3.3074,2.7552,Spain: Primera Division
Auxerre,Montpellier,2012-05-20,6.3104,3.5628,1.5816,France: Ligue 1
Evian TG,Brest,2012-05-20,2.1988,3.1992,3.266,France: Ligue 1
Lille,Nancy,2012-05-20,1.326,4.8892,8.9592,France: Ligue 1
Lorient,Paris SG,2012-05-20,4.6608,3.6672,1.7104,France: Ligue 1
Lyon,Nice,2012-05-20,1.6916,3.5792,5.0312,France: Ligue 1
Rennes,Dijon,2012-05-20,1.5896,4.0476,5.112,France: Ligue 1
Sochaux,Marseille,2012-05-20,2.1396,3.226,3.3796,France: Ligue 1
St Etienne,Bordeaux,2012-05-20,2.392,3.234,2.9032,France: Ligue 1
Toulouse,AC Ajaccio,2012-05-20,2.2084,3.2504,3.2164,France: Ligue 1
Valenciennes,Caen,2012-05-20,1.9704,3.246,3.898,France: Ligue 1
Montpellier,Toulouse,2012-08-10,2.0158,3.1042,3.9575,France: Ligue 1
Evian TG,Bordeaux,2012-08-11,2.9128,3.066,2.4928,France: Ligue 1
Nancy,Brest,2012-08-11,1.8888,3.1684,4.4416,France: Ligue 1
Nice,AC Ajaccio,2012-08-11,2.026,3.1248,3.8572,France: Ligue 1
Paris SG,Lorient,2012-08-11,1.322,4.7276,9.902,France: Ligue 1
Rennes,Lyon,2012-08-11,2.0664,3.2124,3.6352,France: Ligue 1
Sochaux,Bastia,2012-08-11,2.7636,2.9696,2.6848,France: Ligue 1
St Etienne,Lille,2012-08-11,2.9776,3.0592,2.4408,France: Ligue 1
Troyes,Valenciennes,2012-08-11,2.444,3.0296,3.0068,France: Ligue 1
Reims,Marseille,2012-08-12,3.3884,3.142,2.176,France: Ligue 1
Lille,Nancy,2012-08-17,1.4372,4.0756,7.9884,France: Ligue 1
Arsenal,Sunderland,2012-08-18,1.4233,4.3889,7.8707,England: Premier League
Fulham,Norwich,2012-08-18,1.7933,3.5856,4.5263,England: Premier League
QPR,Swansea,2012-08-18,1.9533,3.3889,3.9844,England: Premier League
Reading,Stoke City,2012-08-18,2.3704,3.2474,3.0407,England: Premier League
West Brom,Liverpool,2012-08-18,4.44,3.4967,1.8307,England: Premier League
West Ham,Aston Villa,2012-08-18,2.1148,3.3644,3.4644,England: Premier League
Newcastle Utd,Tottenham,2012-08-18,2.6844,3.2763,2.6296,England: Premier League
Lyon,Troyes,2012-08-18,1.4204,4.2381,7.8312,France: Ligue 1
Bastia,Reims,2012-08-18,1.6837,3.4652,5.3996,France: Ligue 1
Brest,Evian TG,2012-08-18,2.4358,2.9946,3.0788,France: Ligue 1
Lorient,Montpellier,2012-08-18,2.8177,3.0204,2.6146,France: Ligue 1
Toulouse,St Etienne,2012-08-18,2.1654,3.0438,3.5808,France: Ligue 1
Valenciennes,Nice,2012-08-18,1.7854,3.2923,4.9154,France: Ligue 1
Celta Vigo,Malaga,2012-08-18,2.2535,3.2796,3.2019,Spain: Primera Division
Sevilla,Getafe,2012-08-18,1.6438,3.7608,5.3269,Spain: Primera Division
Mallorca,Espanyol,2012-08-18,2.0838,3.2658,3.6542,Spain: Primera Division
Wigan,Chelsea,2012-08-19,4.8279,3.5232,1.7543,England: Premier League
Manchester City,Southampton,2012-08-19,1.1452,7.6663,18.1933,England: Premier League
Bordeaux,Rennes,2012-08-19,2.11,3.1462,3.62,France: Ligue 1
Marseille,Sochaux,2012-08-19,1.4338,4.0719,7.9858,France: Ligue 1
AC Ajaccio,Paris SG,2012-08-19,5.6927,3.7015,1.6131,France: Ligue 1
Ath Bilbao,Betis,2012-08-19,2.0604,3.3708,3.5712,Spain: Primera Division
Real Madrid,Valencia,2012-08-19,1.2462,6.0977,10.8454,Spain: Primera Division
Barcelona,Real Sociedad,2012-08-19,1.0827,10.5062,26.5369,Spain: Primera Division
Levante,Atl. Madrid,2012-08-19,3.2342,3.3008,2.2273,Spain: Primera Division
Everton,Manchester United,2012-08-20,3.827,3.4556,1.9722,England: Premier League
Dep. La Coruna,Osasuna,2012-08-20,2.0092,3.3515,3.7473,Spain: Primera Division
Rayo Vallecano,Granada CF,2012-08-20,2.2715,3.2635,3.1669,Spain: Primera Division
Zaragoza,Valladolid,2012-08-20,2.42,3.1688,2.9935,Spain: Primera Division
Chelsea,Reading,2012-08-22,1.2715,5.4985,11.3738,England: Premier League
Evian TG,Lyon,2012-08-24,3.7652,3.3044,2.0016,France: Ligue 1
Dortmund,Werder Bremen,2012-08-24,1.2852,5.6432,9.6512,Germany: Bundesliga
Swansea,West Ham,2012-08-25,2.1181,3.3062,3.5185,England: Premier League
Aston Villa,Everton,2012-08-25,3.2507,3.2704,2.2548,England: Premier League
Manchester United,Fulham,2012-08-25,1.2878,5.2937,10.763,England: Premier League
Norwich,QPR,2012-08-25,2.3263,3.3437,3.0256,England: Premier League
Southampton,Wigan,2012-08-25,2.1296,3.3493,3.4396,England: Premier League
Tottenham,West Brom,2012-08-25,1.5656,3.9444,6.0315,England: Premier League
Chelsea,Newcastle Utd,2012-08-25,1.4685,4.3063,6.8941,England: Premier League
Nice,Lille,2012-08-25,3.5954,3.0869,2.1542,France: Ligue 1
Nancy,Toulouse,2012-08-25,2.3204,3.0208,3.2912,France: Ligue 1
Reims,Sochaux,2012-08-25,2.0777,3.1754,3.6827,France: Ligue 1
Rennes,Bastia,2012-08-25,1.7544,3.4096,4.8796,France: Ligue 1
Troyes,Lorient,2012-08-25,2.5996,3.0385,2.8204,France: Ligue 1
Valenciennes,AC Ajaccio,2012-08-25,1.8312,3.2912,4.6204,France: Ligue 1
Augsburg,Dusseldorf,2012-08-25,2.0042,3.3719,3.7485,Germany: Bundesliga
B. Monchengladbach,Hoffenheim,2012-08-25,1.9508,3.4308,3.8962,Germany: Bundesliga
Freiburg,Mainz,2012-08-25,2.5838,3.2812,2.7073,Germany: Bundesliga
Greuther Furth,Bayern Munich,2012-08-25,7.9319,4.5419,1.4004,Germany: Bundesliga
Hamburger SV,Nurnberg,2012-08-25,2.2562,3.2762,3.2085,Germany: Bundesliga
Eintracht Frankfurt,Bayer Leverkusen,2012-08-25,2.8838,3.3927,2.38,Germany: Bundesliga
VfB Stuttgart,Wolfsburg,2012-08-25,1.9572,3.5152,3.744,Germany: Bundesliga
Fiorentina,Udinese,2012-08-25,1.9727,3.2277,4.0354,Italy: Serie A
Juventus,Parma,2012-08-25,1.3336,4.7252,9.6956,Italy: Serie A
Real Sociedad,Celta Vigo,2012-08-25,2.0608,3.3181,3.6158,Spain: Primera Division
Betis,Rayo Vallecano,2012-08-25,1.6842,3.7,5.0696,Spain: Primera Division
Espanyol,Zaragoza,2012-08-25,1.7504,3.5035,4.9073,Spain: Primera Division
Malaga,Mallorca,2012-08-25,1.8896,3.4093,4.1919,Spain: Primera Division
Stoke City,Arsenal,2012-08-26,3.2167,3.2637,2.2607,England: Premier League
Liverpool,Manchester City,2012-08-26,2.8893,3.2737,2.4422,England: Premier League
Montpellier,Marseille,2012-08-26,2.3677,3.0469,3.1477,France: Ligue 1
St Etienne,Brest,2012-08-26,1.5765,3.585,6.4781,France: Ligue 1
Paris SG,Bordeaux,2012-08-26,1.5804,3.6331,6.2623,France: Ligue 1
Hannover,Schalke,2012-08-26,3.3762,3.4708,2.0946,Germany: Bundesliga
AC Milan,Sampdoria,2012-08-26,1.4735,4.0,7.3912,Italy: Serie A
AS Roma,Catania,2012-08-26,1.4408,4.28,7.1728,Italy: Serie A
Atalanta,Lazio,2012-08-26,2.5416,3.1212,2.8468,Italy: Serie A
Chievo,Bologna,2012-08-26,2.024,3.1208,3.9884,Italy: Serie A
Genoa,Cagliari,2012-08-26,2.39,3.0328,3.1628,Italy: Serie A
Palermo,Napoli,2012-08-26,3.1008,3.2467,2.2892,Italy: Serie A
Pescara,Inter,2012-08-26,3.9456,3.2336,1.9928,Italy: Serie A
Siena,Torino,2012-08-26,2.3054,3.0775,3.2667,Italy: Serie A
Osasuna,Barcelona,2012-08-26,13.0008,6.3023,1.2131,Spain: Primera Division
Getafe,Real Madrid,2012-08-26,8.7962,5.2623,1.3196,Spain: Primera Division
Granada CF,Sevilla,2012-08-26,2.8292,3.2808,2.4781,Spain: Primera Division
Valencia,Dep. La Coruna,2012-08-26,1.4377,4.37,7.2777,Spain: Primera Division
Valladolid,Levante,2012-08-27,1.9327,3.3896,4.0335,Spain: Primera Division
Atl. Madrid,Ath Bilbao,2012-08-27,1.5665,4.0277,5.7023,Spain: Primera Division
Mainz,Greuther Furth,2012-08-31,1.8177,3.4792,4.48,Germany: Bundesliga
West Ham,Fulham,2012-09-01,2.5308,3.2792,2.785,England: Premier League
Swansea,Sunderland,2012-09-01,2.03,3.3678,3.72,England: Premier League
Tottenham,Norwich,2012-09-01,1.363,4.8281,8.4711,England: Premier League
West Brom,Everton,2012-09-01,3.0363,3.2756,2.3652,England: Premier League
Wigan,Stoke City,2012-09-01,2.1185,3.2504,3.5878,England: Premier League
Manchester City,QPR,2012-09-01,1.1822,6.9607,14.4459,England: Premier League
Lyon,Valenciennes,2012-09-01,1.6832,3.534,5.194,France: Ligue 1
AC Ajaccio,Evian TG,2012-09-01,2.2828,3.0768,3.2728,France: Ligue 1
Bastia,St Etienne,2012-09-01,2.3812,3.1152,3.0512,France: Ligue 1
Brest,Troyes,2012-09-01,2.338,2.9972,3.266,France: Ligue 1
Lorient,Nancy,2012-09-01,1.9568,3.186,4.0836,France: Ligue 1
Sochaux,Montpellier,2012-09-01,4.0572,3.176,1.9636,France: Ligue 1
Toulouse,Reims,2012-09-01,1.5964,3.5528,6.2764,France: Ligue 1
Bayer Leverkusen,Freiburg,2012-09-01,1.5948,3.9264,5.606,Germany: Bundesliga
Hoffenheim,Eintracht Frankfurt,2012-09-01,2.2084,3.3592,3.2092,Germany: Bundesliga
Nurnberg,Dortmund,2012-09-01,5.2352,3.7984,1.6496,Germany: Bundesliga
Schalke,Augsburg,2012-09-01,1.3404,4.9072,8.9044,Germany: Bundesliga
Werder Bremen,Hamburger SV,2012-09-01,1.8183,3.655,4.2542,Germany: Bundesliga
Dusseldorf,B. Monchengladbach,2012-09-01,3.0528,3.2572,2.3428,Germany: Bundesliga
Torino,Pescara,2012-09-01,1.8344,3.27,4.7692,Italy: Serie A
Bologna,AC Milan,2012-09-01,4.13,3.3113,1.9446,Italy: Serie A
Celta Vigo,Osasuna,2012-09-01,1.8536,3.492,4.2124,Spain: Primera Division
Zaragoza,Malaga,2012-09-01,2.9684,3.2524,2.412,Spain: Primera Division
Dep. La Coruna,Getafe,2012-09-01,2.0104,3.3692,3.754,Spain: Primera Division
Mallorca,Real Sociedad,2012-09-01,2.0244,3.3296,3.7176,Spain: Primera Division
Liverpool,Arsenal,2012-09-02,1.9196,3.4507,4.0396,England: Premier League
Newcastle Utd,Aston Villa,2012-09-02,1.6441,3.7311,5.4904,England: Premier League
Southampton,Manchester United,2012-09-02,6.6115,4.2033,1.493,England: Premier League
Bordeaux,Nice,2012-09-02,1.59,3.5464,6.2912,France: Ligue 1
Marseille,Rennes,2012-09-02,1.9732,3.2064,3.996,France: Ligue 1
Lille,Paris SG,2012-09-02,2.6528,3.1956,2.6376,France: Ligue 1
Wolfsburg,Hannover,2012-09-02,1.9376,3.5496,3.8244,Germany: Bundesliga
Bayern Munich,VfB Stuttgart,2012-09-02,1.2596,5.7648,10.85,Germany: Bundesliga
Udinese,Juventus,2012-09-02,4.8396,3.4056,1.7792,Italy: Serie A
Cagliari,Atalanta,2012-09-02,2.5188,3.02,2.9563,Italy: Serie A
Catania,Genoa,2012-09-02,1.8054,3.4071,4.6167,Italy: Serie A
Inter,AS Roma,2012-09-02,1.9713,3.5775,3.635,Italy: Serie A
Lazio,Palermo,2012-09-02,1.5263,3.9433,6.4342,Italy: Serie A
Napoli,Fiorentina,2012-09-02,1.7404,3.4804,5.0033,Italy: Serie A
Parma,Chievo,2012-09-02,2.0888,3.1592,3.7125,Italy: Serie A
Sampdoria,Siena,2012-09-02,1.8375,3.3258,4.595,Italy: Serie A
Rayo Vallecano,Sevilla,2012-09-02,2.9068,3.3936,2.3524,Spain: Primera Division
Ath Bilbao,Valladolid,2012-09-02,2.1388,3.34,3.3888,Spain: Primera Division
Levante,Espanyol,2012-09-02,2.2532,3.236,3.2308,Spain: Primera Division
Real Madrid,Granada CF,2012-09-02,1.0938,9.7175,23.4204,Spain: Primera Division
Barcelona,Valencia,2012-09-02,1.2148,6.416,12.366,Spain: Primera Division
Paris SG,Toulouse,2012-09-14,1.4575,4.0392,7.4825,France: Ligue 1
Reims,Montpellier,2012-09-14,3.4704,3.1108,2.1917,France: Ligue 1
Augsburg,Wolfsburg,2012-09-14,2.5088,3.4032,2.7232,Germany: Bundesliga
Norwich,West Ham,2012-09-15,2.4184,3.288,2.944,England: Premier League
Arsenal,Southampton,2012-09-15,1.3373,4.945,9.1831,England: Premier League
Aston Villa,Swansea,2012-09-15,2.3085,3.2435,3.1427,England: Premier League
Fulham,West Brom,2012-09-15,2.1112,3.3081,3.5365,England: Premier League
Manchester United,Wigan,2012-09-15,1.2692,5.5392,11.4031,England: Premier League
QPR,Chelsea,2012-09-15,4.3685,3.4931,1.8404,England: Premier League
Stoke City,Manchester City,2012-09-15,5.2765,3.6181,1.6865,England: Premier League
Sunderland,Liverpool,2012-09-15,3.5038,3.3604,2.0977,England: Premier League
Troyes,Lille,2012-09-15,4.312,3.3148,1.876,France: Ligue 1
Evian TG,Bastia,2012-09-15,2.3692,3.1812,2.9796,France: Ligue 1
Nice,Brest,2012-09-15,1.8956,3.1428,4.4592,France: Ligue 1
St Etienne,Sochaux,2012-09-15,1.4696,4.0588,6.9784,France: Ligue 1
Valenciennes,Bordeaux,2012-09-15,2.7612,3.0212,2.6644,France: Ligue 1
Bayern Munich,Mainz,2012-09-15,1.2156,6.2232,13.2968,Germany: Bundesliga
B. Monchengladbach,Nurnberg,2012-09-15,1.9096,3.3996,4.1536,Germany: Bundesliga
Dortmund,Bayer Leverkusen,2012-09-15,1.4892,4.226,6.5696,Germany: Bundesliga
Hannover,Werder Bremen,2012-09-15,2.2171,3.4367,3.1533,Germany: Bundesliga
VfB Stuttgart,Dusseldorf,2012-09-15,1.6968,3.7212,4.954,Germany: Bundesliga
Greuther Furth,Schalke,2012-09-15,3.9071,3.4738,1.935,Germany: Bundesliga
Palermo,Cagliari,2012-09-15,2.3721,3.1633,3.0775,Italy: Serie A
AC Milan,Atalanta,2012-09-15,1.4996,3.9454,7.1271,Italy: Serie A
Malaga,Levante,2012-09-15,1.6168,3.7936,5.676,Spain: Primera Division
Valencia,Celta Vigo,2012-09-15,1.5856,3.9024,5.7844,Spain: Primera Division
Getafe,Barcelona,2012-09-15,7.0844,4.4632,1.4412,Spain: Primera Division
Sevilla,Real Madrid,2012-09-15,5.056,3.9496,1.644,Spain: Primera Division
Reading,Tottenham,2012-09-16,3.6454,3.3746,2.0385,England: Premier League
Rennes,Lorient,2012-09-16,1.8804,3.2976,4.316,France: Ligue 1
Lyon,AC Ajaccio,2012-09-16,1.4316,4.2152,7.4848,France: Ligue 1
Nancy,Marseille,2012-09-16,3.5612,3.1216,2.1244,France: Ligue 1
Freiburg,Hoffenheim,2012-09-16,2.222,3.3968,3.1628,Germany: Bundesliga
Eintracht Frankfurt,Hamburger SV,2012-09-16,1.7936,3.8108,4.198,Germany: Bundesliga
Chievo,Lazio,2012-09-16,2.7912,3.07,2.6244,Italy: Serie A
AS Roma,Bologna,2012-09-16,1.3696,4.7432,8.0508,Italy: Serie A
Fiorentina,Catania,2012-09-16,1.8076,3.4232,4.6072,Italy: Serie A
Genoa,Juventus,2012-09-16,6.0576,3.8116,1.5756,Italy: Serie A
Napoli,Parma,2012-09-16,1.5716,3.7468,6.2668,Italy: Serie A
Pescara,Sampdoria,2012-09-16,2.8716,3.1824,2.4944,Italy: Serie A
Siena,Udinese,2012-09-16,2.452,3.1248,2.9824,Italy: Serie A
Torino,Inter,2012-09-16,2.8521,3.2025,2.5192,Italy: Serie A
Espanyol,Ath Bilbao,2012-09-16,2.3308,3.3124,3.038,Spain: Primera Division
Granada CF,Dep. La Coruna,2012-09-16,2.1692,3.288,3.3968,Spain: Primera Division
Osasuna,Mallorca,2012-09-16,2.34,3.174,3.1172,Spain: Primera Division
Real Sociedad,Zaragoza,2012-09-16,1.76,3.5971,4.6621,Spain: Primera Division
Atl. Madrid,Rayo Vallecano,2012-09-16,1.2862,5.3838,10.1908,Spain: Primera Division
Everton,Newcastle Utd,2012-09-17,1.5493,4.0181,6.0378,England: Premier League
Valladolid,Betis,2012-09-17,2.0381,3.3885,3.5996,Spain: Primera Division
Montpellier,St Etienne,2012-09-21,2.024,3.262,3.7736,France: Ligue 1
Nurnberg,Eintracht Frankfurt,2012-09-21,2.1569,3.3904,3.305,Germany: Bundesliga
Swansea,Everton,2012-09-22,3.1227,3.2515,2.3315,England: Premier League
Chelsea,Stoke City,2012-09-22,1.373,4.5904,8.9519,England: Premier League
Southampton,Aston Villa,2012-09-22,2.2826,3.3056,3.1585,England: Premier League
West Brom,Reading,2012-09-22,1.6396,3.8141,5.3904,England: Premier League
West Ham,Sunderland,2012-09-22,2.0015,3.3107,3.8863,England: Premier League
Wigan,Fulham,2012-09-22,2.3811,3.2633,2.9956,England: Premier League
Bastia,Paris SG,2012-09-22,5.0712,3.5785,1.6931,France: Ligue 1
Brest,Valenciennes,2012-09-22,2.8565,2.9746,2.6165,France: Ligue 1
Lorient,Nice,2012-09-22,1.7604,3.4354,4.7915,France: Ligue 1
Reims,Nancy,2012-09-22,2.3208,3.0515,3.2204,France: Ligue 1
Sochaux,Troyes,2012-09-22,2.2727,3.0965,3.2723,France: Ligue 1
Toulouse,Rennes,2012-09-22,2.1127,3.1273,3.6631,France: Ligue 1
Dusseldorf,Freiburg,2012-09-22,2.2581,3.3311,3.1511,Germany: Bundesliga
Hamburger SV,Dortmund,2012-09-22,6.1204,4.2246,1.5165,Germany: Bundesliga
Mainz,Augsburg,2012-09-22,1.8827,3.4527,4.1781,Germany: Bundesliga
Schalke,Bayern Munich,2012-09-22,3.3338,3.4627,2.1154,Germany: Bundesliga
Wolfsburg,Greuther Furth,2012-09-22,1.8669,3.5092,4.165,Germany: Bundesliga
Parma,Fiorentina,2012-09-22,2.5565,3.1604,2.7996,Italy: Serie A
Juventus,Chievo,2012-09-22,1.3276,4.8404,9.8292,Italy: Serie A
Zaragoza,Osasuna,2012-09-22,2.2558,3.2096,3.2708,Spain: Primera Division
Celta Vigo,Getafe,2012-09-22,1.9646,3.4127,3.8492,Spain: Primera Division
Betis,Espanyol,2012-09-22,1.7758,3.5958,4.5131,Spain: Primera Division
Barcelona,Granada CF,2012-09-22,1.0731,10.9712,28.1231,Spain: Primera Division
Liverpool,Manchester United,2012-09-23,2.6941,3.1789,2.6781,England: Premier League
Newcastle Utd,Norwich,2012-09-23,1.7081,3.7585,4.8333,England: Premier League
Manchester City,Arsenal,2012-09-23,1.7448,3.7333,4.5685,England: Premier League
Tottenham,QPR,2012-09-23,1.4852,4.1896,6.8459,England: Premier League
Bordeaux,AC Ajaccio,2012-09-23,1.5169,3.7162,7.1265,France: Ligue 1
Marseille,Evian TG,2012-09-23,1.3985,4.2358,8.5727,France: Ligue 1
Lille,Lyon,2012-09-23,2.1404,3.2788,3.3885,France: Ligue 1
Bayer Leverkusen,B. Monchengladbach,2012-09-23,2.0781,3.37,3.5323,Germany: Bundesliga
Hoffenheim,Hannover,2012-09-23,2.645,3.4162,2.5492,Germany: Bundesliga
Werder Bremen,VfB Stuttgart,2012-09-23,1.9732,3.5712,3.6416,Germany: Bundesliga
Sampdoria,Torino,2012-09-23,2.2512,3.0746,3.3958,Italy: Serie A
Atalanta,Palermo,2012-09-23,1.78,3.5116,4.6412,Italy: Serie A
Bologna,Pescara,2012-09-23,1.7788,3.4735,4.6885,Italy: Serie A
Catania,Napoli,2012-09-23,3.2396,3.2796,2.2281,Italy: Serie A
Inter,Siena,2012-09-23,1.4912,3.9762,7.1773,Italy: Serie A
Udinese,AC Milan,2012-09-23,2.9969,3.2381,2.3831,Italy: Serie A
Lazio,Genoa,2012-09-23,1.5988,3.836,5.754,Italy: Serie A
Mallorca,Valencia,2012-09-23,2.7981,3.2973,2.4838,Spain: Primera Division
Levante,Real Sociedad,2012-09-23,2.395,3.2242,3.0062,Spain: Primera Division
Atl. Madrid,Valladolid,2012-09-23,1.3564,4.722,8.7332,Spain: Primera Division
Ath Bilbao,Malaga,2012-09-23,2.4568,3.316,2.8328,Spain: Primera Division
Rayo Vallecano,Real Madrid,2012-09-24,9.9875,5.7079,1.2771,Spain: Primera Division
Dep. La Coruna,Sevilla,2012-09-24,2.745,3.3112,2.5173,Spain: Primera Division
Bayern Munich,Wolfsburg,2012-09-25,1.17,7.1607,15.2448,Germany: Bundesliga
Eintracht Frankfurt,Dortmund,2012-09-25,4.5374,3.7415,1.7444,Germany: Bundesliga
Greuther Furth,Dusseldorf,2012-09-25,2.1315,3.2356,3.5441,Germany: Bundesliga
Schalke,Mainz,2012-09-25,1.5211,4.05,6.3685,Germany: Bundesliga
Fiorentina,Juventus,2012-09-25,3.7069,3.1988,2.0927,Italy: Serie A
Augsburg,Bayer Leverkusen,2012-09-26,3.6885,3.4133,2.0248,Germany: Bundesliga
B. Monchengladbach,Hamburger SV,2012-09-26,1.7848,3.6841,4.3911,Germany: Bundesliga
Freiburg,Werder Bremen,2012-09-26,2.2892,3.4546,3.0012,Germany: Bundesliga
Hannover,Nurnberg,2012-09-26,2.0474,3.4144,3.5907,Germany: Bundesliga
VfB Stuttgart,Hoffenheim,2012-09-26,1.6778,3.923,4.827,Germany: Bundesliga
Pescara,Palermo,2012-09-26,2.4477,3.3012,2.8396,Italy: Serie A
AC Milan,Cagliari,2012-09-26,1.565,3.775,6.33,Italy: Serie A
AS Roma,Sampdoria,2012-09-26,1.5496,4.2019,5.6238,Italy: Serie A
Catania,Atalanta,2012-09-26,2.115,3.1415,3.6838,Italy: Serie A
Chievo,Inter,2012-09-26,3.3638,3.1835,2.2392,Italy: Serie A
Genoa,Parma,2012-09-26,2.2962,3.1592,3.2308,Italy: Serie A
Napoli,Lazio,2012-09-26,1.9546,3.3538,3.9777,Italy: Serie A
Torino,Udinese,2012-09-26,2.1658,3.2265,3.4473,Italy: Serie A
Betis,Atl. Madrid,2012-09-26,3.383,3.3596,2.1259,Spain: Primera Division
Siena,Bologna,2012-09-27,2.1077,3.1462,3.7092,Italy: Serie A
