HomeTeam,AwayTeam,Date,AVG_H_Close,AVG_D_Close,AVG_A_Close,league
Bordeaux,Sochaux,2011-12-18,1.547,3.6993,6.5519,France: Ligue 1
Paris SG,Lille,2011-12-18,2.2288,3.1388,3.3238,France: Ligue 1
Kaiserslautern,Hannover,2011-12-18,2.2446,3.3436,3.1482,Germany: Bundesliga
B. Monchengladbach,Mainz,2011-12-18,1.9604,3.385,3.8889,Germany: Bundesliga
Catania,Palermo,2011-12-18,2.0461,3.1654,3.8343,Italy: Serie A
Cesena,Inter,2011-12-18,4.4661,3.2711,1.8768,Italy: Serie A
Genoa,Bologna,2011-12-18,1.9014,3.2496,4.3614,Italy: Serie A
Juventus,Novara,2011-12-18,1.2011,6.1511,14.7554,Italy: Serie A
Parma,Lecce,2011-12-18,1.7757,3.4046,4.8871,Italy: Serie A
Lazio,Udinese,2011-12-18,2.1826,3.1796,3.4459,Italy: Serie A
Napoli,AS Roma,2011-12-18,1.8122,3.4081,4.6156,Italy: Serie A
Atl. Madrid,Betis,2011-12-18,1.5632,3.9214,5.8782,Spain: Primera Division
Granada CF,Levante,2011-12-18,2.4793,3.2393,2.8643,Spain: Primera Division
Osasuna,Villarreal,2011-12-18,2.2604,3.2286,3.2257,Spain: Primera Division
Santander,Real Sociedad,2011-12-18,2.3463,3.2233,3.0707,Spain: Primera Division
Valencia,Malaga,2011-12-18,1.715,3.6675,4.8986,Spain: Primera Division
Wolves,Norwich,2011-12-20,2.0158,3.4173,3.6488,England: Premier League
Blackburn,Bolton,2011-12-20,2.1363,3.3248,3.4407,England: Premier League
Nancy,Marseille,2011-12-20,4.1063,3.2096,1.9419,France: Ligue 1
Siena,Fiorentina,2011-12-20,2.4811,3.0741,2.9807,Italy: Serie A
Cagliari,AC Milan,2011-12-20,6.1096,3.575,1.6142,Italy: Serie A
Aston Villa,Arsenal,2011-12-21,5.1042,3.6077,1.7081,England: Premier League
Manchester City,Stoke City,2011-12-21,1.2265,5.9181,13.42,England: Premier League
Newcastle Utd,West Brom,2011-12-21,1.9235,3.4365,4.0304,England: Premier League
Everton,Swansea,2011-12-21,1.5815,3.7485,6.2141,England: Premier League
Fulham,Manchester United,2011-12-21,4.4526,3.4585,1.8293,England: Premier League
QPR,Sunderland,2011-12-21,2.6404,3.2452,2.68,England: Premier League
Wigan,Liverpool,2011-12-21,7.0456,3.9381,1.5115,England: Premier League
Auxerre,Dijon,2011-12-21,1.8626,3.1893,4.5267,France: Ligue 1
Evian TG,Montpellier,2011-12-21,3.1278,3.083,2.333,France: Ligue 1
Lille,Nice,2011-12-21,1.3948,4.1615,8.7585,France: Ligue 1
Lorient,Caen,2011-12-21,1.8226,3.2396,4.6737,France: Ligue 1
Rennes,Bordeaux,2011-12-21,2.08,3.1252,3.6741,France: Ligue 1
Sochaux,AC Ajaccio,2011-12-21,1.6578,3.5326,5.4341,France: Ligue 1
Toulouse,Brest,2011-12-21,1.8293,3.2026,4.687,France: Ligue 1
Valenciennes,Lyon,2011-12-21,3.0022,3.0681,2.4207,France: Ligue 1
St Etienne,Paris SG,2011-12-21,3.0704,3.0289,2.4196,France: Ligue 1
Udinese,Juventus,2011-12-21,3.0685,3.1781,2.3733,Italy: Serie A
Atalanta,Cesena,2011-12-21,1.8562,3.2723,4.6046,Italy: Serie A
Bologna,AS Roma,2011-12-21,3.6088,3.2227,2.1035,Italy: Serie A
Inter,Lecce,2011-12-21,1.2638,5.4065,12.0288,Italy: Serie A
Lazio,Chievo,2011-12-21,1.5577,3.7004,6.635,Italy: Serie A
Napoli,Genoa,2011-12-21,1.5177,3.8023,7.1788,Italy: Serie A
Novara,Palermo,2011-12-21,2.2627,3.1669,3.2842,Italy: Serie A
Parma,Catania,2011-12-21,2.0962,3.1554,3.72,Italy: Serie A
Tottenham,Chelsea,2011-12-22,2.7382,3.2775,2.5768,England: Premier League
Chelsea,Fulham,2011-12-26,1.3044,5.0367,10.7204,England: Premier League
Bolton,Newcastle Utd,2011-12-26,2.6689,3.2886,2.6268,England: Premier League
Liverpool,Blackburn,2011-12-26,1.203,6.1678,15.5396,England: Premier League
Manchester United,Wigan,2011-12-26,1.1633,6.973,16.7356,England: Premier League
Sunderland,Everton,2011-12-26,2.45,3.2257,2.9179,England: Premier League
West Brom,Manchester City,2011-12-26,6.8307,4.3667,1.4607,England: Premier League
Stoke City,Aston Villa,2011-12-26,1.9792,3.2977,3.9792,England: Premier League
Arsenal,Wolves,2011-12-27,1.2119,6.1537,13.9863,England: Premier League
Swansea,QPR,2011-12-27,1.9293,3.3441,4.1226,England: Premier League
Norwich,Tottenham,2011-12-27,5.1137,3.9052,1.65,England: Premier League
Liverpool,Newcastle Utd,2011-12-30,1.5285,3.9941,6.5193,England: Premier League
Manchester United,Blackburn,2011-12-31,1.1252,7.9144,20.5644,England: Premier League
Arsenal,QPR,2011-12-31,1.2339,5.8504,12.7739,England: Premier League
Bolton,Wolves,2011-12-31,2.1807,3.2714,3.3814,England: Premier League
Chelsea,Aston Villa,2011-12-31,1.2729,5.2661,11.8957,England: Premier League
Norwich,Fulham,2011-12-31,2.6096,3.2807,2.6868,England: Premier League
Stoke City,Wigan,2011-12-31,1.7539,3.5246,4.8454,England: Premier League
Swansea,Tottenham,2011-12-31,5.4096,3.7043,1.6557,England: Premier League
West Brom,Everton,2012-01-01,2.7525,3.2111,2.5943,England: Premier League
Sunderland,Manchester City,2012-01-01,5.8107,3.8179,1.6007,England: Premier League
Aston Villa,Swansea,2012-01-02,1.8646,3.3704,4.4089,England: Premier League
Blackburn,Stoke City,2012-01-02,2.6082,3.25,2.7229,England: Premier League
QPR,Norwich,2012-01-02,2.0729,3.3171,3.6346,England: Premier League
Wolves,Chelsea,2012-01-02,6.0604,3.83,1.5771,England: Premier League
Fulham,Arsenal,2012-01-02,3.9668,3.4257,1.9404,England: Premier League
Tottenham,West Brom,2012-01-03,1.3033,5.1356,10.3537,England: Premier League
Wigan,Sunderland,2012-01-03,2.5363,3.2041,2.8315,England: Premier League
Manchester City,Liverpool,2012-01-03,1.8607,3.45,4.35,England: Premier League
Everton,Bolton,2012-01-04,1.4679,4.18,7.0275,England: Premier League
Newcastle Utd,Manchester United,2012-01-04,4.8533,3.7104,1.7078,England: Premier League
Siena,Lazio,2012-01-07,2.9325,3.0407,2.5375,Italy: Serie A
Inter,Parma,2012-01-07,1.4744,3.9459,7.6459,Italy: Serie A
